Time elapsed,Total num,Current num,Loss,Accuracy
0.41552400589,400,50000,1.45090425014,0.5
0.515784025192,800,50000,1.47569942474,0.5
0.616322040558,1200,50000,1.43514239788,0.513333340486
0.716159105301,1600,50000,1.40494084358,0.500000007451
0.819319009781,2000,50000,1.45217113495,0.486000007391
0.921336174011,2400,50000,1.43817206224,0.483333339294
1.02339100838,2800,50000,1.44569735868,0.475714291845
1.12547421455,3200,50000,1.45652669668,0.471250005066
1.22717118263,3600,50000,1.45745401912,0.471111115482
1.3296391964,4000,50000,1.46256414652,0.469000002742
1.43153715134,4400,50000,1.47352503647,0.46181818301
1.53233218193,4800,50000,1.4576578637,0.465833333631
1.63424515724,5200,50000,1.44735481189,0.469999998808
1.73611617088,5600,50000,1.44320545878,0.472857141069
1.83793210983,6000,50000,1.45042765935,0.47133333087
1.94086122513,6400,50000,1.44119670242,0.474374996498
2.04446911812,6800,50000,1.44090383894,0.47352940896
2.14649605751,7200,50000,1.43176875512,0.477222220765
2.24808907509,7600,50000,1.44085126802,0.472105261527
2.3527071476,8000,50000,1.44399777651,0.47499999702
2.45615911484,8400,50000,1.44553109578,0.47571428333
2.55794906616,8800,50000,1.4452020851,0.477727269584
2.66091299057,9200,50000,1.44234150907,0.476956519096
2.76382708549,9600,50000,1.44073287149,0.475833330303
2.87026906013,10000,50000,1.43816777229,0.479199997187
2.97325801849,10400,50000,1.43593154045,0.481923074676
3.07388114929,10800,50000,1.42992836458,0.482962960446
3.17419099808,11200,50000,1.42402224881,0.483214283628
3.27584409714,11600,50000,1.4172039813,0.486896548806
3.38066220284,12000,50000,1.41299461921,0.488666664561
3.48200201988,12400,50000,1.41008502437,0.489354836364
3.58647918701,12800,50000,1.41268479079,0.489374998026
3.68915200233,13200,50000,1.4123321302,0.491515149673
3.79124116898,13600,50000,1.41225352007,0.490882351118
3.89269113541,14000,50000,1.41431469917,0.488285712685
3.99498319626,14400,50000,1.41901147034,0.485555553602
4.09692621231,14800,50000,1.42252742278,0.483243241503
4.20143699646,15200,50000,1.42158166672,0.484736840976
4.30298018456,15600,50000,1.42253645261,0.484358973228
4.40814399719,16000,50000,1.42370797694,0.483999998868
4.51249909401,16400,50000,1.41991934544,0.485121949417
4.6173222065,16800,50000,1.41985806397,0.484523807963
4.72186112404,17200,50000,1.42111709783,0.484883719405
4.82351899147,17600,50000,1.42509674213,0.4829545441
4.92548704147,18000,50000,1.42657499843,0.481999998622
5.03050804138,18400,50000,1.42646181843,0.481739129061
5.13225603104,18800,50000,1.42778439978,0.481063828189
5.23439002037,19200,50000,1.42734888196,0.481458331769
5.33620810509,19600,50000,1.42885117142,0.481020406801
5.4385330677,20000,50000,1.4310679245,0.479999998808
5.54419112206,20400,50000,1.43010039189,0.479411763303
5.64751219749,20800,50000,1.42860325712,0.478846152241
5.74918603897,21200,50000,1.42728314085,0.479056602379
5.85338807106,21600,50000,1.42630853697,0.479259258067
5.95528411865,22000,50000,1.42915272496,0.478545453332
6.06019020081,22400,50000,1.42749887492,0.478928570236
6.16238808632,22800,50000,1.432343598,0.477719297012
6.26487421989,23200,50000,1.43264143015,0.477758619292
6.36785411835,23600,50000,1.4335418091,0.477288134017
6.47169017792,24000,50000,1.43317020933,0.477999998132
6.5740442276,24400,50000,1.43042511041,0.479836063307
6.67609715462,24800,50000,1.42869550182,0.480806449729
6.77813601494,25200,50000,1.42552984896,0.481587299279
6.8800470829,25600,50000,1.42257012613,0.482968747616
6.98195815086,26000,50000,1.42426752311,0.481999997451
7.08545207977,26400,50000,1.42365237438,0.482121209755
7.18873119354,26800,50000,1.42314406473,0.482238803782
7.29020214081,27200,50000,1.42137204023,0.48382352687
7.39169311523,27600,50000,1.41957331395,0.485652171615
7.49330019951,28000,50000,1.42123512881,0.485571426153
7.59999513626,28400,50000,1.42181524424,0.485211265339
7.70188117027,28800,50000,1.42126998636,0.486111109042
7.80381321907,29200,50000,1.4195769568,0.486438353992
7.90610718727,29600,50000,1.41880932048,0.488108106159
8.00768399239,30000,50000,1.41685247739,0.48839999795
8.11062002182,30400,50000,1.41761732572,0.488552629556
8.21771502495,30800,50000,1.41804841277,0.488701296704
8.32134199142,31200,50000,1.41620349731,0.489102561886
8.42803311348,31600,50000,1.41728525524,0.489367086299
8.53009009361,32000,50000,1.41696283966,0.489749997482
8.63390016556,32400,50000,1.41763480652,0.489506170338
8.73579907417,32800,50000,1.41767981285,0.490243900113
8.83984899521,33200,50000,1.41737065545,0.4901204795
8.94114804268,33600,50000,1.41849924837,0.489523807097
9.04493403435,34000,50000,1.4183410322,0.489764703372
9.14937520027,34400,50000,1.41512556409,0.491046509424
9.25202417374,34800,50000,1.41370166855,0.491379307947
9.35562300682,35200,50000,1.41338335926,0.491477270357
9.45796608925,35600,50000,1.41316758247,0.491685390807
9.55890703201,36000,50000,1.41115109523,0.492444442047
9.65985107422,36400,50000,1.40933836685,0.492857140172
9.76574611664,36800,50000,1.40999475381,0.492391301562
9.86760616302,37200,50000,1.41165073328,0.491720427429
9.97006320953,37600,50000,1.41179690843,0.491914890865
10.076980114,38000,50000,1.41111744078,0.492105260335
10.1795141697,38400,50000,1.41222429151,0.491979163761
10.2835741043,38800,50000,1.41587860928,0.491030925021
10.3876981735,39200,50000,1.41664416693,0.491020405475
10.4913740158,39600,50000,1.41595037056,0.49050504782
10.5947771072,40000,50000,1.41552424669,0.490599997342
10.6975021362,40400,50000,1.41354084251,0.490990096095
10.7995920181,40800,50000,1.41200868172,0.491176467608
10.9018511772,41200,50000,1.41008664682,0.491941744552
11.0054562092,41600,50000,1.41080032633,0.491923074023
11.1089830399,42000,50000,1.41082744144,0.492380949713
11.2116560936,42400,50000,1.41066594844,0.49198112932
11.313680172,42800,50000,1.41109777945,0.491588782206
11.4189581871,43200,50000,1.41059854185,0.491666663852
11.5187990665,43600,50000,1.4107102626,0.491009171403
11.6184811592,44000,50000,1.41047613296,0.491181815212
11.7215762138,44400,50000,1.40881595311,0.491981978889
11.8250410557,44800,50000,1.40746153891,0.492767853928
11.9259982109,45200,50000,1.4071722115,0.492654863976
12.031083107,45600,50000,1.40583148651,0.492807014208
12.1348922253,46000,50000,1.40573400311,0.492608692335
12.2377860546,46400,50000,1.4034490092,0.493534479676
12.3378272057,46800,50000,1.40418099338,0.493760680541
12.4385380745,47200,50000,1.40476917311,0.493728810448
12.5383369923,47600,50000,1.40746468857,0.492016803567
12.6396551132,48000,50000,1.40704564055,0.492333329966
12.7420442104,48400,50000,1.40506914332,0.492644624523
12.8464272022,48800,50000,1.40409148814,0.492786881621
12.9490261078,49200,50000,1.40411541908,0.493170728286
13.0520641804,49600,50000,1.40396679505,0.49290322248
13.1550040245,50000,50000,1.40525896835,0.492239996672
14.7107670307,400,50000,1.52278423309,0.449999988079
14.811300993,800,50000,1.42257130146,0.469999998808
14.9098820686,1200,50000,1.38004314899,0.489999989669
15.005297184,1600,50000,1.34995624423,0.504999995232
15.1025180817,2000,50000,1.32763233185,0.512000000477
15.2019281387,2400,50000,1.33051502705,0.514999995629
15.3004741669,2800,50000,1.30856442451,0.524285708155
15.3971290588,3200,50000,1.30957143009,0.526249997318
15.4947991371,3600,50000,1.30015337467,0.526666661104
15.5902321339,4000,50000,1.30750148296,0.527999997139
15.6851711273,4400,50000,1.30940385298,0.524545452812
15.7847549915,4800,50000,1.30791209141,0.524166663488
15.8821530342,5200,50000,1.32629471559,0.519999996974
15.9786450863,5600,50000,1.31667716163,0.523571425251
16.0735180378,6000,50000,1.31434582869,0.52599999706
16.1722431183,6400,50000,1.31873502582,0.524374997243
16.2703540325,6800,50000,1.32330470927,0.522352939143
16.3668031693,7200,50000,1.31964085499,0.524999997682
16.4629280567,7600,50000,1.31877109879,0.521578945612
16.559595108,8000,50000,1.32441761494,0.520499998331
16.6556341648,8400,50000,1.32835693586,0.516666664964
16.7563681602,8800,50000,1.32634277235,0.519545452161
16.8540430069,9200,50000,1.32742715918,0.518260867699
16.9532430172,9600,50000,1.32777203619,0.520416664581
17.0525050163,10000,50000,1.31923762321,0.521999998093
17.1497790813,10400,50000,1.32142461722,0.519615383102
17.2462081909,10800,50000,1.32263315607,0.519259257449
17.3449652195,11200,50000,1.32670028721,0.519285711859
17.4439530373,11600,50000,1.33110101881,0.518965514569
17.5464401245,12000,50000,1.33089788357,0.519333329797
17.6493480206,12400,50000,1.33348851819,0.517419351685
17.7477591038,12800,50000,1.32857666537,0.518124997616
17.8460772038,13200,50000,1.32323335156,0.520303027196
17.9453651905,13600,50000,1.32167662592,0.519999996704
18.0464851856,14000,50000,1.31923906463,0.521999996049
18.1463530064,14400,50000,1.32107856207,0.522499996755
18.2451851368,14800,50000,1.32022225212,0.522972970395
18.3455212116,15200,50000,1.32433866827,0.522105260899
18.4440851212,15600,50000,1.32237380896,0.523846150973
18.542468071,16000,50000,1.32100813985,0.525499996543
18.6400301456,16400,50000,1.3192279775,0.526829264513
18.740101099,16800,50000,1.31842868953,0.527619043986
18.8384821415,17200,50000,1.31982559382,0.527209298555
18.9368321896,17600,50000,1.31607638706,0.528181814335
19.0377590656,18000,50000,1.31606587834,0.526888885101
19.1375341415,18400,50000,1.31719099698,0.528260865289
19.2388432026,18800,50000,1.31567006669,0.529148931833
19.3368661404,19200,50000,1.317397135,0.52812499553
19.4357600212,19600,50000,1.31542463205,0.529591832842
19.5337481499,20000,50000,1.31292553425,0.530999996662
19.6347920895,20400,50000,1.31341194639,0.530980388323
19.7332570553,20800,50000,1.3118383105,0.532307689007
19.8350222111,21200,50000,1.31266008908,0.530377355387
19.9364621639,21600,50000,1.31698802224,0.528703700613
20.0347452164,22000,50000,1.31720239683,0.528181815147
20.13291502,22400,50000,1.31956499815,0.526071425527
20.2327771187,22800,50000,1.32327702171,0.524912277857
20.3316690922,23200,50000,1.3232919656,0.524655169454
20.4309771061,23600,50000,1.3233359547,0.524576267954
20.5293540955,24000,50000,1.32405874729,0.524333329995
20.6275160313,24400,50000,1.32382250028,0.524098357216
20.7255411148,24800,50000,1.32376747939,0.524516125841
20.8236961365,25200,50000,1.32441521069,0.523809520498
20.9208381176,25600,50000,1.3252971638,0.523749996442
21.0218420029,26000,50000,1.3263729554,0.522923073402
21.1211550236,26400,50000,1.32716781262,0.522727269115
21.2212281227,26800,50000,1.33161900115,0.520746264885
21.3198010921,27200,50000,1.33083461488,0.520588231437
21.4192051888,27600,50000,1.33021876777,0.519710141248
21.5211992264,28000,50000,1.33006170477,0.519714281814
21.6220932007,28400,50000,1.32798636128,0.521126756786
